,Application mode,Application order,Course,Previous qualification (grade),Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Unemployment rate,Inflation rate,GDP,Target
2927,1,1,9147,158.0,19,37,9,7,130.0,1,0,1,0,0,20,8,4,11.25,7,5,10.4,7.6,2.6,0.32,0
2944,1,4,9500,118.0,4,3,2,3,110.7,1,0,1,0,0,18,7,7,11.714285714285714,8,8,12.75,12.4,0.5,1.79,0
2947,17,6,9670,113.0,4,1,3,10,112.3,0,0,1,0,0,20,9,6,12.375,7,6,13.142857142857142,11.1,0.6,2.02,0
2948,1,6,9853,136.0,1,19,5,5,122.0,0,0,1,0,0,18,6,6,12.666666666666666,6,6,12.0,7.6,2.6,0.32,0
2950,1,1,9003,131.0,19,38,5,5,118.4,0,0,1,0,0,20,11,6,14.125,10,5,12.6,13.9,-0.3,0.79,0
2951,1,3,9085,138.0,1,1,4,8,128.7,1,0,1,0,0,18,7,6,14.666666666666666,12,6,13.833333333333334,8.9,1.4,3.51,0
2960,1,1,9670,133.1,1,1,9,1,103.0,1,0,1,0,1,20,8,4,11.75,10,6,12.666666666666666,10.8,1.4,1.74,0
2961,1,1,9500,139.0,19,37,9,9,131.5,1,0,1,0,0,18,8,7,14.13714285714286,8,7,14.13714285714286,10.8,1.4,1.74,0
2963,1,1,9991,160.0,1,3,4,9,137.3,0,0,1,0,0,23,5,5,10.8,9,4,11.5,9.4,-0.8,-3.12,0
2965,17,1,9147,137.0,1,3,7,3,131.1,1,1,1,0,1,19,7,5,13.6,5,5,12.6,8.9,1.4,3.51,0
2966,42,1,9500,157.0,3,3,3,3,100.0,0,0,1,0,0,18,8,7,13.55,8,8,14.1875,13.9,-0.3,0.79,0
2973,16,6,9147,128.0,37,37,9,9,116.5,1,0,1,0,0,20,8,4,11.6,10,3,12.333333333333334,7.6,2.6,0.32,0
2976,1,2,9254,132.0,1,19,9,9,129.9,1,0,1,0,1,19,8,6,13.0,6,6,12.166666666666666,8.9,1.4,3.51,0
2978,1,3,9070,129.0,5,3,5,7,124.8,1,0,1,0,0,21,6,6,14.5,7,5,12.0,12.4,0.5,1.79,0
2980,17,4,9773,138.0,37,19,5,7,133.5,1,0,0,0,0,18,7,6,12.5,6,6,12.166666666666666,10.8,1.4,1.74,0
2981,1,1,9070,135.0,19,37,9,9,128.0,1,0,1,0,1,19,6,6,14.0,8,6,13.125,10.8,1.4,1.74,0
2982,17,6,9500,131.0,3,19,5,5,127.2,1,0,1,0,1,19,7,7,13.801428571428572,8,8,14.575,11.1,0.6,2.02,0
2984,42,4,9500,133.0,1,19,2,9,127.8,1,0,1,0,1,18,7,6,14.35,7,6,14.35,7.6,2.6,0.32,0
2985,17,1,9070,135.0,37,19,9,9,125.2,1,0,1,0,0,19,6,6,14.333333333333334,6,6,13.5,12.7,3.7,-1.7,0
2991,18,1,9500,123.0,37,37,3,3,118.0,1,0,1,0,1,19,8,7,11.82,8,7,11.82,10.8,1.4,1.74,0
2994,17,1,9773,136.0,1,38,9,8,131.5,1,0,1,0,0,18,7,6,12.571428571428571,8,6,11.857142857142858,13.9,-0.3,0.79,0
2995,17,5,9500,137.0,1,1,5,5,132.6,1,0,1,0,1,18,7,7,13.857142857142858,8,8,14.9,13.9,-0.3,0.79,0
2996,17,1,9238,128.0,19,1,0,5,122.1,1,0,1,0,0,18,9,5,11.833333333333334,7,5,13.8,13.9,-0.3,0.79,0
2998,1,1,9130,130.0,3,19,4,8,133.0,1,0,1,0,0,19,6,6,14.666666666666666,8,6,13.666666666666666,12.4,0.5,1.79,0
3001,1,2,9500,139.0,4,1,2,10,136.4,1,0,1,0,0,19,9,7,13.422222222222224,11,7,12.18888888888889,15.5,2.8,-4.06,0
3002,1,3,9773,136.0,3,1,5,3,129.0,1,0,1,0,1,19,7,6,14.0,8,5,12.2,13.9,-0.3,0.79,1
3003,17,3,9556,126.0,19,19,9,4,119.0,1,0,1,0,1,19,8,7,12.142857142857142,8,8,13.375,16.2,0.3,-0.92,1
3004,17,1,9147,135.0,37,38,9,9,128.0,1,1,1,0,1,18,5,5,12.8,5,5,13.0,11.1,0.6,2.02,0
3005,1,4,9500,122.0,19,38,7,7,117.1,1,0,1,0,1,18,7,7,14.572857142857142,9,8,14.955555555555556,12.4,0.5,1.79,0
3006,1,4,9147,137.0,1,19,4,5,136.3,0,0,1,0,0,18,9,4,11.25,6,4,11.0,8.9,1.4,3.51,0
3008,1,1,9130,137.0,40,19,2,9,130.7,1,0,1,0,0,18,8,5,14.4,11,4,14.6,8.9,1.4,3.51,1
3009,1,4,9500,125.0,1,12,3,6,115.2,1,0,1,0,0,20,7,7,12.982857142857142,8,8,14.4625,12.4,0.5,1.79,0
3013,17,1,9670,132.0,1,1,3,3,119.4,1,0,1,0,1,18,7,6,13.833333333333334,11,6,13.5,8.9,1.4,3.51,0
3015,1,4,9500,136.0,38,1,5,6,133.9,1,0,1,0,0,18,9,7,14.711111111111112,9,8,14.627777777777778,15.5,2.8,-4.06,0
3017,1,1,9500,130.0,3,3,1,5,118.8,0,0,1,0,0,18,7,7,13.677142857142858,9,8,14.533333333333331,11.1,0.6,2.02,0
3019,17,6,9238,138.0,3,3,1,2,123.0,1,0,1,0,0,19,11,5,10.8,12,5,11.333333333333334,15.5,2.8,-4.06,0
3021,1,1,9500,147.0,3,1,2,3,131.6,0,0,1,0,0,18,8,6,13.958333333333334,8,8,14.71875,11.1,0.6,2.02,0
3022,17,1,9853,140.0,38,19,4,10,122.3,1,0,1,0,0,19,9,4,13.0,9,4,12.25,12.7,3.7,-1.7,1
3025,1,6,9500,149.0,1,1,4,9,133.0,1,0,1,0,1,18,8,7,14.0,8,7,14.0,12.7,3.7,-1.7,0
3027,1,4,9773,122.0,41,1,4,3,119.6,1,0,1,0,0,19,6,4,12.0,11,3,11.333333333333334,11.1,0.6,2.02,1
3032,18,2,9500,135.0,19,1,5,5,128.9,1,0,1,0,1,19,8,6,12.648333333333332,9,8,12.205555555555556,11.1,0.6,2.02,0
3033,5,2,9238,123.0,40,38,2,9,118.1,1,0,1,0,0,19,6,6,14.0,6,6,13.333333333333334,8.9,1.4,3.51,0
3035,1,1,9254,136.0,12,1,4,4,122.0,1,0,1,0,0,18,8,6,11.333333333333334,11,6,10.833333333333334,7.6,2.6,0.32,0
3037,1,1,9670,126.0,1,1,9,10,126.7,1,0,1,0,1,20,6,6,14.166666666666666,9,6,13.0,8.9,1.4,3.51,0
3038,1,1,9773,122.0,38,19,9,9,126.6,1,0,1,0,0,18,6,6,12.833333333333334,6,6,13.833333333333334,8.9,1.4,3.51,0
3039,1,1,9853,125.0,38,38,9,9,125.4,0,1,0,0,0,19,11,4,12.0,9,6,11.833333333333334,16.2,0.3,-0.92,1
3040,1,3,9773,134.0,1,19,9,9,136.1,1,0,1,0,1,20,6,6,13.0,7,6,13.142857142857142,12.4,0.5,1.79,1
3042,17,4,9670,110.0,1,37,7,7,111.1,1,0,0,0,0,18,6,6,12.333333333333334,8,5,13.6,8.9,1.4,3.51,0
3044,5,5,9254,122.0,1,37,9,7,119.6,1,0,1,0,1,19,6,6,12.333333333333334,6,6,12.833333333333334,12.4,0.5,1.79,0
3045,17,2,9853,123.0,1,1,3,9,116.7,1,0,1,0,0,19,8,5,13.0,8,4,10.75,9.4,-0.8,-3.12,0
3047,1,4,9773,137.0,37,37,0,90,134.2,1,0,1,0,0,18,6,6,13.166666666666666,8,5,14.2,10.8,1.4,1.74,1
3048,1,1,9147,130.0,1,19,3,3,123.0,0,0,1,0,1,18,7,5,13.333333333333334,6,5,13.6,12.7,3.7,-1.7,0
3049,1,2,9085,127.0,38,37,5,7,123.9,1,0,1,0,0,18,9,4,13.0,8,5,13.142857142857142,10.8,1.4,1.74,0
3052,16,1,9085,138.0,37,37,9,9,123.0,1,0,1,0,1,20,7,6,15.857142857142858,6,6,16.0,13.9,-0.3,0.79,0
3053,17,1,9085,137.0,38,19,0,90,122.3,0,0,1,0,1,19,5,5,12.6,9,3,13.0,7.6,2.6,0.32,1
3054,17,1,9238,127.0,38,38,9,6,122.8,0,0,1,0,1,19,8,6,14.0,7,6,14.571428571428571,16.2,0.3,-0.92,0
3056,17,2,9773,132.0,19,19,9,6,120.1,1,0,1,0,1,18,6,6,13.666666666666666,6,6,14.0,8.9,1.4,3.51,0
3058,1,4,9500,133.0,38,19,8,7,127.3,1,0,1,0,0,18,8,7,12.628571428571428,8,7,12.628571428571428,12.7,3.7,-1.7,0
3059,1,3,9500,140.0,19,37,9,9,125.5,1,0,1,0,1,19,8,7,14.232857142857142,8,7,14.232857142857142,10.8,1.4,1.74,0
3062,17,3,9670,110.0,19,1,4,4,107.5,1,0,1,0,1,18,11,4,12.25,10,4,11.0,12.7,3.7,-1.7,1
3064,17,2,9238,132.0,38,1,7,7,133.1,1,0,1,0,1,19,8,5,12.2,7,6,11.5,9.4,-0.8,-3.12,0
3078,1,1,9670,129.0,1,37,4,9,118.2,0,0,1,1,0,19,5,5,10.8,5,4,12.25,9.4,-0.8,-3.12,0
3081,1,6,9500,122.0,19,37,3,5,116.6,1,1,1,1,1,20,7,7,13.314285714285717,8,8,12.575,12.4,0.5,1.79,0
3084,1,1,9070,124.0,37,19,9,3,116.3,1,0,1,0,0,20,8,5,12.2,6,6,11.5,16.2,0.3,-0.92,0
3090,1,1,9238,123.0,37,37,9,9,115.0,1,0,1,0,0,19,10,4,10.25,8,6,10.714285714285714,11.1,0.6,2.02,0
3095,1,4,9238,118.0,19,38,9,9,110.0,0,0,1,0,1,18,7,6,12.285714285714286,8,6,11.428571428571429,12.4,0.5,1.79,0
3100,1,1,9500,134.0,38,19,3,10,121.2,0,0,1,0,0,19,10,7,13.47,8,8,13.32625,15.5,2.8,-4.06,0
3101,17,4,9147,133.0,1,1,4,5,136.2,1,0,1,0,0,19,6,5,12.4,5,5,12.8,7.6,2.6,0.32,0
3104,17,4,9238,129.0,19,19,4,7,123.1,1,0,1,0,0,19,7,6,12.0,7,6,12.428571428571429,11.1,0.6,2.02,0
3107,1,1,9500,118.0,1,19,9,10,113.1,1,0,1,0,0,19,7,7,13.79857142857143,8,8,14.75625,11.1,0.6,2.02,0
3111,17,4,9500,133.0,4,4,4,4,130.7,1,0,1,0,0,19,7,7,14.757142857142856,9,8,15.366666666666667,12.4,0.5,1.79,0
3112,17,4,9254,124.0,1,1,4,4,122.3,1,0,1,0,0,19,7,6,11.666666666666666,6,6,12.333333333333334,13.9,-0.3,0.79,1
3114,1,1,9773,128.0,1,19,9,7,118.2,0,0,1,0,0,19,6,6,11.666666666666666,6,6,11.5,12.7,3.7,-1.7,0
3115,1,1,9238,138.0,19,38,5,8,133.5,0,0,1,0,1,19,6,6,15.0,6,6,13.333333333333334,8.9,1.4,3.51,0
3117,1,4,9773,122.0,19,19,9,7,121.0,1,0,1,0,0,20,7,6,13.571428571428571,6,6,13.333333333333334,13.9,-0.3,0.79,0
3118,17,1,9254,111.0,19,19,3,10,117.7,0,0,1,0,0,20,8,5,10.8,9,4,11.5,9.4,-0.8,-3.12,0
3123,1,1,9500,147.0,38,38,9,9,142.0,1,0,1,0,0,18,7,6,14.65,7,6,14.65,7.6,2.6,0.32,0
3124,17,3,9500,137.0,19,37,7,7,126.7,1,0,1,0,1,19,7,7,13.714285714285714,11,8,14.863636363636363,16.2,0.3,-0.92,0
3127,18,1,9147,128.0,19,19,9,5,121.7,1,0,1,0,0,19,8,5,11.0,6,5,15.4,12.4,0.5,1.79,0
3128,1,6,9147,115.0,1,37,4,9,117.1,1,1,1,0,0,22,5,5,13.8,5,5,13.0,7.6,2.6,0.32,0
3129,1,1,9773,121.0,1,38,4,9,114.4,0,0,1,0,1,18,6,6,12.666666666666666,6,6,12.833333333333334,11.1,0.6,2.02,0
3130,17,1,9238,134.0,3,1,3,4,133.0,1,0,1,0,0,18,8,6,11.75,10,5,12.0,12.7,3.7,-1.7,0
3131,1,3,9500,126.0,38,38,9,8,118.8,1,0,1,0,1,19,8,7,12.785714285714286,8,7,12.785714285714286,12.7,3.7,-1.7,0
3132,1,1,9130,151.0,3,1,2,4,151.0,1,0,1,0,0,18,11,6,14.444444444444445,6,6,13.333333333333334,16.2,0.3,-0.92,0
3138,1,1,9773,136.0,19,19,4,3,126.2,0,0,1,0,0,19,6,6,13.166666666666666,6,6,15.0,16.2,0.3,-0.92,0
3141,17,2,9147,131.0,1,19,4,5,120.2,1,0,1,0,0,21,10,4,11.75,6,5,11.6,12.4,0.5,1.79,0
3143,17,1,9500,150.0,37,37,9,9,130.3,0,0,1,0,1,19,8,7,15.114285714285714,8,7,15.114285714285714,12.7,3.7,-1.7,0
3146,1,1,9238,126.0,3,1,5,5,125.7,0,0,1,0,1,18,6,6,11.333333333333334,8,6,11.333333333333334,15.5,2.8,-4.06,0
3161,1,1,9254,138.0,1,1,9,9,126.5,1,0,1,0,1,20,7,6,12.857142857142858,8,5,11.8,8.9,1.4,3.51,0
3162,1,4,9500,136.0,19,38,9,9,123.0,1,0,1,0,0,19,8,7,14.328571428571427,8,7,14.328571428571427,10.8,1.4,1.74,0
3163,1,1,9238,142.0,1,38,5,7,127.7,0,0,1,0,1,20,7,6,15.0,6,6,16.333333333333332,13.9,-0.3,0.79,0
3168,1,1,9254,129.0,1,1,4,2,126.2,0,1,0,0,1,21,7,6,13.428571428571429,8,6,11.333333333333334,8.9,1.4,3.51,1
3170,17,1,9147,127.0,1,37,4,8,121.1,1,0,1,1,1,20,11,4,12.0,5,5,12.8,11.1,0.6,2.02,0
3171,18,2,9853,123.0,1,3,9,2,123.7,1,1,0,0,0,20,11,5,13.2,8,4,10.75,10.8,1.4,1.74,1
3172,17,3,9254,127.0,12,38,5,7,116.9,1,1,1,0,0,18,7,5,12.2,10,4,12.25,12.4,0.5,1.79,1
3176,1,4,9500,133.0,19,19,9,5,120.1,1,0,1,0,1,19,9,6,12.428571428571429,8,8,14.0,13.9,-0.3,0.79,0
3177,1,1,9670,133.0,38,38,9,9,128.1,1,0,1,1,1,18,6,6,13.0,6,6,13.0,13.9,-0.3,0.79,1
3178,1,1,9500,143.0,3,19,3,10,126.8,0,0,1,1,0,19,8,7,14.535714285714286,8,7,14.535714285714286,10.8,1.4,1.74,0
3180,17,1,9070,157.0,3,3,3,3,146.2,0,0,1,1,0,18,6,6,16.0,6,6,13.666666666666666,12.4,0.5,1.79,0
3184,1,1,9085,111.0,1,38,5,9,107.5,0,0,1,1,1,19,9,6,13.833333333333334,12,5,13.666666666666666,11.1,0.6,2.02,0
3191,1,1,9670,115.0,19,37,9,9,114.3,0,0,1,1,0,18,7,4,12.6,6,4,13.0,12.4,0.5,1.79,1
3197,1,6,9147,127.0,1,19,1,6,120.0,1,0,1,1,0,19,6,5,12.6,8,3,12.666666666666666,8.9,1.4,3.51,0
3199,1,1,9500,148.0,1,1,9,9,127.0,1,0,1,1,0,20,8,7,12.84142857142857,8,7,12.84142857142857,10.8,1.4,1.74,0
3201,1,1,9773,146.0,1,3,4,1,135.2,1,0,1,1,0,18,7,6,14.166666666666666,6,6,12.833333333333334,9.4,-0.8,-3.12,0
3206,1,1,9147,146.0,5,1,1,5,144.6,0,0,1,1,0,18,5,5,13.0,6,5,13.333333333333334,16.2,0.3,-0.92,0
3208,1,1,9238,135.0,1,38,4,6,122.1,0,1,0,1,0,19,6,4,11.5,6,5,11.0,8.9,1.4,3.51,1
3209,18,2,9070,122.0,38,19,5,5,119.9,0,0,1,1,0,18,8,5,11.0,6,4,10.75,9.4,-0.8,-3.12,0
3212,1,1,9254,115.0,3,2,4,5,112.6,0,0,1,1,1,20,9,6,12.571428571428571,6,6,12.166666666666666,8.9,1.4,3.51,0
3222,1,1,9670,157.0,19,38,9,7,146.2,1,0,1,0,1,20,8,6,15.25,7,6,14.714285714285714,11.1,0.6,2.02,0
3228,1,2,9500,115.0,38,38,9,8,108.4,1,0,1,0,1,20,8,7,11.9625,9,8,13.044444444444444,13.9,-0.3,0.79,0
3229,1,6,9500,118.0,38,38,5,5,114.2,1,0,1,0,0,20,9,6,13.683333333333332,11,6,13.116666666666667,11.1,0.6,2.02,0
3232,1,2,9773,130.0,19,38,3,9,126.5,1,0,1,0,0,18,8,4,12.5,6,5,12.6,12.7,3.7,-1.7,0
3234,1,2,9500,130.0,1,1,4,3,125.1,1,0,1,0,0,18,10,7,13.78,10,8,13.661,15.5,2.8,-4.06,0
3235,1,2,9500,141.0,37,37,9,7,126.3,1,0,1,0,0,19,10,7,13.805,8,8,14.2725,15.5,2.8,-4.06,0
3236,17,1,9085,138.0,1,19,4,9,142.2,1,0,1,0,0,18,7,5,13.8,5,5,12.6,10.8,1.4,1.74,0
3238,17,4,9500,135.0,1,1,4,4,127.0,1,0,1,0,0,18,7,7,14.424285714285714,8,8,13.9375,11.1,0.6,2.02,0
3239,1,1,9238,137.0,3,1,4,9,128.6,0,0,1,0,1,18,7,6,13.166666666666666,6,6,12.5,12.4,0.5,1.79,0
3244,17,3,9853,140.0,38,38,5,7,126.7,1,0,1,0,0,19,9,5,12.4,10,3,10.666666666666666,10.8,1.4,1.74,1
3245,43,1,9773,129.0,1,1,4,8,129.0,0,0,0,0,0,21,7,6,12.0,6,6,12.0,10.8,1.4,1.74,1
3246,17,1,9773,141.0,2,3,2,2,133.7,1,0,1,0,1,18,6,6,14.833333333333334,6,6,13.5,11.1,0.6,2.02,0
3247,17,5,9085,118.0,1,38,4,7,122.2,1,0,1,0,1,20,7,6,15.428571428571429,7,6,13.5,13.9,-0.3,0.79,0
3249,1,3,9070,161.0,38,37,5,5,154.4,1,0,1,0,0,18,6,6,14.166666666666666,6,6,14.0,16.2,0.3,-0.92,0
3255,17,6,9670,120.0,1,14,4,5,113.7,1,0,1,0,0,18,7,4,11.4,5,4,11.25,9.4,-0.8,-3.12,0
3256,1,2,9500,140.0,38,38,9,7,138.8,1,0,1,0,0,19,7,6,12.766666666666666,7,6,12.766666666666666,7.6,2.6,0.32,0
3259,17,2,9500,140.0,37,37,9,9,132.5,1,0,1,0,0,18,7,6,14.316666666666668,7,6,14.316666666666668,7.6,2.6,0.32,0
3260,1,1,9085,124.0,2,1,4,10,117.4,1,0,1,0,0,19,7,4,12.75,5,5,12.0,10.8,1.4,1.74,0
3261,1,3,9147,115.0,1,38,3,8,109.8,1,0,1,0,1,19,5,5,13.4,5,5,12.6,8.9,1.4,3.51,0
3265,17,1,9238,125.0,1,38,144,181,123.3,0,0,1,0,1,19,8,6,11.5,7,6,12.333333333333334,12.4,0.5,1.79,0
3266,17,2,9670,123.0,3,1,3,1,116.7,0,0,1,0,0,19,5,5,13.4,5,5,14.0,9.4,-0.8,-3.12,0
3280,17,2,9556,137.0,1,1,7,7,124.4,1,0,1,0,0,20,8,7,12.728571428571428,8,8,14.625,15.5,2.8,-4.06,0
3283,1,4,9254,131.0,38,36,9,9,124.0,1,0,1,0,1,18,7,6,11.333333333333334,9,6,10.833333333333334,9.4,-0.8,-3.12,0
3287,17,6,9670,117.0,38,19,0,1,114.6,0,0,0,1,0,19,9,4,11.25,11,3,10.166666666666666,10.8,1.4,1.74,1
3295,17,2,8014,120.0,19,1,5,10,114.8,1,0,1,0,0,19,8,4,10.5,8,4,11.25,10.8,1.4,1.74,0
3298,17,1,9238,133.1,1,38,9,7,110.5,0,0,1,0,0,19,10,6,14.25,7,6,14.0,16.2,0.3,-0.92,0
3301,17,1,9500,130.0,19,1,9,7,130.4,1,0,1,0,1,19,7,7,13.894285714285711,8,8,14.3625,11.1,0.6,2.02,0
3302,17,1,9500,128.0,37,37,9,8,124.3,1,0,1,0,1,19,8,7,13.46875,8,8,13.31375,15.5,2.8,-4.06,0
3303,1,4,9085,135.0,38,37,9,9,132.6,1,0,1,0,1,19,5,5,13.6,5,5,14.6,10.8,1.4,1.74,0
3305,1,3,9773,135.0,1,1,3,5,130.1,1,0,1,0,0,18,6,6,13.666666666666666,7,6,13.0,15.5,2.8,-4.06,0
3311,1,2,9085,156.0,40,40,3,7,150.9,1,0,1,0,0,18,8,6,16.0,10,6,14.625,11.1,0.6,2.02,1
3319,16,2,9070,137.0,1,1,3,1,141.2,1,1,1,1,0,19,11,5,11.2,7,6,12.0,9.4,-0.8,-3.12,0
3320,1,1,9773,117.0,1,37,5,9,118.4,0,0,1,1,1,19,8,6,11.833333333333334,11,3,13.0,15.5,2.8,-4.06,0
3323,17,3,9119,115.0,3,1,3,3,116.1,1,0,0,1,0,18,8,5,12.5,7,5,13.571428571428571,12.4,0.5,1.79,1
3330,1,1,9238,133.0,1,19,9,9,132.0,0,0,1,1,1,20,11,5,11.142857142857142,9,6,11.571428571428571,16.2,0.3,-0.92,0
3353,1,1,9773,131.0,38,1,5,7,131.0,1,0,1,1,1,18,7,6,12.714285714285714,8,5,11.833333333333334,13.9,-0.3,0.79,0
3361,1,1,9773,125.0,19,1,9,9,130.6,1,0,1,0,1,18,6,6,13.5,6,6,14.0,8.9,1.4,3.51,0
3362,1,4,9147,123.0,1,1,9,7,117.4,1,0,1,0,1,18,7,5,12.0,10,5,11.4,8.9,1.4,3.51,0
3364,17,3,9853,132.0,34,34,0,0,131.3,1,0,1,0,0,21,8,5,11.8,8,4,10.5,7.6,2.6,0.32,1
3367,1,4,9500,137.0,19,38,9,3,125.0,1,0,1,0,0,19,7,6,14.616666666666667,7,6,14.616666666666667,7.6,2.6,0.32,0
3369,17,1,9254,150.0,1,1,9,10,142.7,0,1,1,0,0,18,9,4,11.0,12,3,11.333333333333334,7.6,2.6,0.32,1
3372,17,2,9254,131.0,1,19,9,9,130.3,1,0,1,0,1,18,6,6,12.833333333333334,7,6,12.333333333333334,13.9,-0.3,0.79,0
3373,17,1,9147,130.0,37,37,9,7,119.9,0,0,1,0,1,19,8,5,12.875,6,5,11.833333333333334,13.9,-0.3,0.79,0
3374,1,1,9238,108.0,19,38,9,7,110.5,1,0,1,0,1,22,6,6,12.166666666666666,6,6,12.5,12.4,0.5,1.79,0
3376,17,1,9085,113.0,19,37,9,9,118.6,1,0,1,0,1,21,6,6,14.5,8,6,14.666666666666666,8.9,1.4,3.51,0
3377,1,1,9853,113.0,38,38,3,7,112.3,0,0,1,0,1,20,7,7,12.142857142857142,7,7,12.857142857142858,11.1,0.6,2.02,0
3379,1,4,9500,148.0,19,19,9,3,125.0,1,0,1,0,0,18,7,6,13.9,7,6,13.9,7.6,2.6,0.32,0
3382,17,1,9238,138.0,37,38,9,8,134.2,1,0,1,0,1,18,6,6,15.166666666666666,7,6,14.142857142857142,11.1,0.6,2.02,0
3385,1,1,9238,115.0,19,38,7,7,108.7,0,0,1,0,1,19,9,5,10.8,8,6,10.714285714285714,15.5,2.8,-4.06,0
3386,1,2,9500,147.0,3,1,4,3,136.7,0,0,1,0,0,18,7,7,13.995714285714287,9,8,14.955555555555556,11.1,0.6,2.02,0
3390,17,1,9853,133.0,38,38,9,9,127.4,0,1,1,0,1,18,7,7,12.714285714285714,7,7,12.285714285714286,16.2,0.3,-0.92,0
3393,1,1,9147,121.0,37,38,9,9,114.0,0,0,1,0,1,19,7,5,12.2,6,5,11.2,11.1,0.6,2.02,0
3398,1,5,9500,130.0,1,19,4,4,122.3,0,0,1,0,0,19,7,6,14.35,7,6,14.35,7.6,2.6,0.32,0
3399,17,1,9070,133.1,38,19,5,5,128.0,0,0,1,0,1,21,6,6,11.5,6,6,12.333333333333334,9.4,-0.8,-3.12,0
3402,1,1,9773,150.0,19,38,9,5,143.0,0,0,1,0,0,18,6,5,13.0,6,6,13.666666666666666,12.7,3.7,-1.7,0
3403,17,5,9500,141.0,19,19,9,7,131.9,1,0,1,0,1,18,8,7,13.56875,8,8,14.02625,15.5,2.8,-4.06,0
3409,1,5,9773,110.0,19,38,3,5,117.4,1,0,1,0,0,20,7,6,13.833333333333334,6,6,12.833333333333334,11.1,0.6,2.02,0
3411,17,4,9500,129.0,38,37,9,5,120.0,1,0,1,0,0,19,8,7,12.454285714285716,8,7,12.454285714285716,10.8,1.4,1.74,0
3414,17,3,9500,138.0,1,19,7,8,129.3,1,0,1,0,1,18,8,6,13.271666666666668,11,7,12.94375,12.4,0.5,1.79,0
3418,1,1,9853,136.0,38,37,9,9,126.9,1,0,1,0,1,19,7,7,13.285714285714286,7,7,14.428571428571429,11.1,0.6,2.02,0
3419,17,1,9238,139.0,19,38,4,9,146.7,1,0,1,0,1,20,6,6,13.333333333333334,7,6,14.0,15.5,2.8,-4.06,0
3422,17,1,9238,137.0,1,38,5,8,125.8,0,0,0,0,1,18,10,6,12.666666666666666,6,2,11.5,12.7,3.7,-1.7,1
3427,1,1,9238,136.0,19,1,4,3,125.2,1,0,1,0,0,20,7,6,11.666666666666666,10,6,11.333333333333334,7.6,2.6,0.32,0
3430,51,1,9070,132.0,19,19,153,153,120.0,0,0,1,0,1,23,6,6,15.333333333333334,6,6,14.166666666666666,11.1,0.6,2.02,0
3431,1,3,9500,147.0,1,1,4,4,134.3,1,0,1,0,0,18,8,7,14.2,8,7,14.2,12.7,3.7,-1.7,0
3432,1,1,9773,158.0,38,38,9,7,144.7,1,0,1,0,1,19,6,6,14.833333333333334,6,6,14.666666666666666,12.7,3.7,-1.7,0
3433,17,6,9500,142.0,19,37,4,9,131.9,1,0,1,0,0,19,7,7,13.642857142857142,8,8,14.3875,13.9,-0.3,0.79,1
3434,1,1,9773,143.0,1,38,8,8,136.7,1,0,1,0,1,18,6,6,13.833333333333334,6,6,14.0,11.1,0.6,2.02,1
3435,1,2,9070,135.0,1,1,4,7,129.8,1,0,1,0,0,19,6,6,11.833333333333334,7,6,13.0,9.4,-0.8,-3.12,0
3436,1,1,9773,160.0,1,38,4,7,146.5,0,0,1,0,1,18,7,6,13.428571428571429,10,6,13.5,13.9,-0.3,0.79,0
3442,17,4,9254,106.0,37,19,9,7,116.9,1,0,1,0,0,20,7,6,11.5,8,5,12.4,11.1,0.6,2.02,0
3443,1,2,9773,148.0,1,19,9,9,141.7,0,0,1,0,0,18,6,6,13.833333333333334,6,6,12.666666666666666,10.8,1.4,1.74,0
3445,1,5,9500,130.0,19,1,9,5,122.1,1,0,1,0,1,19,8,7,11.678571428571429,10,7,13.0375,12.4,0.5,1.79,0
3446,16,1,9085,150.0,3,3,2,1,153.5,1,0,1,0,0,19,7,6,15.714285714285714,6,6,14.666666666666666,13.9,-0.3,0.79,1
3448,1,1,9773,140.0,19,37,9,6,135.8,1,0,1,0,1,19,6,6,13.0,7,6,13.0,10.8,1.4,1.74,0
3449,1,2,9500,138.0,3,3,2,2,127.5,1,0,1,0,1,18,7,7,14.485714285714286,9,8,14.58888888888889,16.2,0.3,-0.92,0
3453,1,6,9500,150.0,37,38,9,9,131.5,1,0,1,0,1,19,8,7,12.657142857142857,8,7,12.657142857142857,12.7,3.7,-1.7,0
3455,1,1,9238,145.0,19,1,6,5,127.9,1,0,1,0,0,19,7,6,13.714285714285714,6,6,13.166666666666666,12.7,3.7,-1.7,0
3458,17,1,9238,125.0,4,3,1,1,119.8,0,0,1,0,0,18,9,5,11.571428571428571,8,6,12.142857142857142,16.2,0.3,-0.92,0
3460,1,2,9500,139.0,38,37,9,7,125.0,1,0,1,0,1,19,7,6,12.9,7,6,12.9,7.6,2.6,0.32,0
3464,17,3,9070,120.0,3,1,4,4,116.9,1,0,1,0,0,19,6,6,13.5,7,6,13.428571428571429,8.9,1.4,3.51,0
3470,1,6,9500,143.0,38,19,7,9,129.5,1,0,1,0,1,18,8,7,13.79857142857143,8,7,13.79857142857143,10.8,1.4,1.74,0
